,Datetime,Tweet Id,Raw content,Text,Username,Reply Count,Retweet Count,Like Count,Quote Count,View Count,Hashtags,Media,Coordinates,Place
10,2017-08-27 03:40:14+00:00,901650538433044481,"RT @SpaceCityWX: Flooding begins as worst of TS Harvey’s moisture moves into Houston

https://t.co/FtVem0Zp4j https://t.co/sFNiWgPn1K","RT @SpaceCityWX: Flooding begins as worst of TS Harvey’s moisture moves into Houston

spacecityweather.com/flooding-begin… https://t.co/sFNiWgPn1K",KodeeRolden,0,71,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIM63UOVAAAd7g7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIM63UOVAAAd7g7?format=jpg&name=orig', altText=None)]",,
11,2017-08-27 03:40:36+00:00,901650630363762691,RT @waff48: WILD VIDEO: Hawk hitches ride in Houston cab during Harvey #HurricaneHarvey &gt;&gt; https://t.co/fdSe3vwwz2 https://t.co/364BIEiHp3,RT @waff48: WILD VIDEO: Hawk hitches ride in Houston cab during Harvey #HurricaneHarvey &gt;&gt; buff.ly/2wIg423 https://t.co/364BIEiHp3,blamberr,0,6,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIMYUUGXkAAaDAP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMYUUGXkAAaDAP?format=jpg&name=orig', altText=None)]",,
12,2017-08-27 03:40:46+00:00,901650672805978112,"@Ruptly's account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more.","@Ruptly's account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more.",Ruptly,0,3,0,0,,,,,
13,2017-08-27 03:41:39+00:00,901650894151979008,"RT @itvnews: Judge in Texas confirms the first death cause by #HurricaneHarvey

https://t.co/LhNmyhAwju https://t.co/X1lsrHu0gH","RT @itvnews: Judge in Texas confirms the first death cause by #HurricaneHarvey

itv.com/news/2017-08-2… https://t.co/X1lsrHu0gH",Chilhon2016Lap,0,5,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DILrdVxXoAAIWwr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DILrdVxXoAAIWwr?format=jpg&name=orig', altText=None)]",,
14,2017-08-27 03:41:39+00:00,901650892491026432,Border Patrol Says Texas Checkpoints To Remain Open During Hurricane Harvey https://t.co/iRtBgMAUP5 https://t.co/zVYBaWQPhw,Border Patrol Says Texas Checkpoints To Remain Open During Hurricane Harvey politiciandirect.com/border-patrol-… https://t.co/zVYBaWQPhw,politiciandirec,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINOtSMVwAAldyk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINOtSMVwAAldyk?format=jpg&name=orig', altText=None)]",,
15,2017-08-27 03:55:46+00:00,901654445590806529,"RT @FOX8NOLA: The Latest: Judge says 1 Harvey death confirmed in Rockport
https://t.co/9E8C2CedcX https://t.co/2OHX2jPTll","RT @FOX8NOLA: The Latest: Judge says 1 Harvey death confirmed in Rockport
buff.ly/2xCczqz https://t.co/2OHX2jPTll",jamessh07054823,0,3,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DILqxi0UAAAHVLL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DILqxi0UAAAHVLL?format=jpg&name=orig', altText=None)]",,
16,2017-08-27 03:57:07+00:00,901654785308352512,Devastating aftermath of Hurricane Harvey as death toll rises (VIDEO) https://t.co/vFdv4329zZ https://t.co/C1P4wXDAXZ,Devastating aftermath of Hurricane Harvey as death toll rises (VIDEO) rt.com/usa/401031-hur… https://t.co/C1P4wXDAXZ,TheUrbanNewz,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINSP3PVYAADHRo?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINSP3PVYAADHRo?format=jpg&name=orig', altText=None)]",,
17,2017-08-27 03:57:42+00:00,901654931853246464,Former Hawaii residents ride out Harvey and its devastating aftermath https://t.co/0pL2nDfFLm https://t.co/7iR1BHoyO1,Former Hawaii residents ride out Harvey and its devastating aftermath hawaiinformer.com/55861/former-h… https://t.co/7iR1BHoyO1,hawaiinformer,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINSYZOV4AA3Csp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINSYZOV4AA3Csp?format=jpg&name=orig', altText=None)]",,
18,2017-08-27 03:58:09+00:00,901655045355208704,"RT @bosofbeauty: Our home is destroyed, #fulton #HurricaneHarvey #nowheretogohometo https://t.co/sKeB0K4Sn6","RT @bosofbeauty: Our home is destroyed, #fulton #HurricaneHarvey #nowheretogohometo https://t.co/sKeB0K4Sn6",RhondaTheCat,0,2,0,0,,"['fulton', 'HurricaneHarvey', 'nowheretogohometo']","[Photo(previewUrl='https://pbs.twimg.com/media/DINQABqVYAAgw1t?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINQABqVYAAgw1t?format=jpg&name=orig', altText=None)]",,
19,2017-08-27 03:58:15+00:00,901655072131731456,"RT @WCraigFugate: 8/26/18 10 pm CDT T.S. #Harvey , Torrential Rains Will Continue  https://t.co/JNA2CMQG4m #TXwx https://t.co/GpHa49cldZ","RT @WCraigFugate: 8/26/18 10 pm CDT T.S. #Harvey , Torrential Rains Will Continue  nhc.noaa.gov/#Harvey #TXwx https://t.co/GpHa49cldZ",AshDRoss,0,12,0,0,,"['Harvey', 'TXwx']","[Photo(previewUrl='https://pbs.twimg.com/media/DINJvHBUwAEG6Fb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINJvHBUwAEG6Fb?format=jpg&name=orig', altText=None)]",,
20,2017-08-27 03:58:49+00:00,901655215236988928,'Catastrophic flooding' to hit Texas after Harvey https://t.co/w1WlpQQIgy https://t.co/P62stw6Mz2,'Catastrophic flooding' to hit Texas after Harvey dlvr.it/PhsktV https://t.co/P62stw6Mz2,shady_aphraiam,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINSo4wUMAAb5Gt?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINSo4wUMAAb5Gt?format=jpg&name=orig', altText=None)]",,
21,2017-08-27 03:59:02+00:00,901655268215341056,Harvey: Fears grow over severe flooding risk https://t.co/wrW2hSeHrT #myreadinglist https://t.co/9VSuFO9jUV,Harvey: Fears grow over severe flooding risk dlvr.it/PhskwB #myreadinglist https://t.co/9VSuFO9jUV,HastleHarley,0,0,0,0,,['myreadinglist'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINSr8NUEAAWRi_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINSr8NUEAAWRi_?format=jpg&name=orig', altText=None)]",,
22,2017-08-27 04:13:27+00:00,901658895671840768,RT @wbaltv11: Survival-prone dog wanders street in Tropical Storm Harvey’s aftermath https://t.co/0oATaJmiPH https://t.co/UGdgpDvkrQ,RT @wbaltv11: Survival-prone dog wanders street in Tropical Storm Harvey’s aftermath dlvr.it/Phrc7c https://t.co/UGdgpDvkrQ,mlchism,0,2,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DIMk6ySUQAARSB8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIMk6ySUQAARSB8?format=jpg&name=orig', altText=None)]",,
23,2017-08-27 04:14:18+00:00,901659110713704449,Tropical Storm Harvey Graphics https://t.co/guRX33TsGT https://t.co/8Nq9vsdK9P,Tropical Storm Harvey Graphics shelbyohwx.com/tropical-storm… https://t.co/8Nq9vsdK9P,ShelbyOhWx,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINWLqcUQAUpGgT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINWLqcUQAUpGgT?format=jpg&name=orig', altText=None)]",,
24,2017-08-27 04:14:21+00:00,901659123602911237,"flood: 7
tornado: 5
stay tuned to find out which wipes me out first!!!!!! https://t.co/H8EhPvydMh","flood: 7
tornado: 5
stay tuned to find out which wipes me out first!!!!!! https://t.co/H8EhPvydMh",jjongroos,1,1,2,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINWB_wVYAELnvP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINWB_wVYAELnvP?format=jpg&name=orig', altText=None)]",,
25,2017-08-27 04:14:29+00:00,901659155248816129,"#HurricaneHarvey leaves logjam of cargo, cruise ships at Galveston Port https://t.co/QN4SeIpcQv https://t.co/n87Icw7GS4","#HurricaneHarvey leaves logjam of cargo, cruise ships at Galveston Port govtech.com/em/disaster/Hu… https://t.co/n87Icw7GS4",EmergencyMgtMag,0,7,5,1,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINWN2EV4AA3NOn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINWN2EV4AA3NOn?format=jpg&name=orig', altText=None)]",,
26,2017-08-27 04:15:09+00:00,901659323616591872,Eye of the storm: 'Hurricane Hunters' fly through the center of Harvey https://t.co/08rEMlfn1b https://t.co/3uxGIKHxsM,Eye of the storm: 'Hurricane Hunters' fly through the center of Harvey bit.ly/2xD1eGO https://t.co/3uxGIKHxsM,WXII,0,1,2,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINWYB9UIAA33dn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINWYB9UIAA33dn?format=jpg&name=orig', altText=None)]",,
27,2017-08-27 04:15:13+00:00,901659341773791233,"""Hurricane Harvey Strikes a Powerful Blow to Texas, and Lingers"" https://t.co/kc4uXDjk9z","""Hurricane Harvey Strikes a Powerful Blow to Texas, and Lingers"" https://t.co/kc4uXDjk9z",attack_mike,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINWZDSXcAAmRnT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINWZDSXcAAmRnT?format=jpg&name=orig', altText=None)]",,
28,2017-08-27 04:15:25+00:00,901659390268329988,RT @News4SA: Many fear damage from Harvey is just beginning https://t.co/FgOGohIwkN https://t.co/0yaXF0VAqz,RT @News4SA: Many fear damage from Harvey is just beginning news4sanantonio.com/news/local/man… https://t.co/0yaXF0VAqz,_BlackisGolden,0,6,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINTyp1UQAAL7RH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINTyp1UQAAL7RH?format=jpg&name=orig', altText=None)]",,
29,2017-08-27 04:15:53+00:00,901659509822808064,"""Share Your Photos of Flooding From Hurricane Harvey"" https://t.co/RWYR0w5Nhc https://t.co/2axrIsah5n","""Share Your Photos of Flooding From Hurricane Harvey"" ift.tt/2w6mirm https://t.co/2axrIsah5n",samuelldrew,0,0,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINWi6MXcAE5eWs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINWi6MXcAE5eWs?format=jpg&name=orig', altText=None)]",,
30,2017-08-27 04:29:59+00:00,901663058388504576,Flooding in #Houston. North Braeswood @ Mullins. Almost 30 inches height. #Harvey https://t.co/tjdFXN3Pdp,Flooding in #Houston. North Braeswood @ Mullins. Almost 30 inches height. #Harvey https://t.co/tjdFXN3Pdp,ryvlin,0,1,4,0,,"['Houston', 'Harvey']","[Photo(previewUrl='https://pbs.twimg.com/media/DINY77AVwAED_AO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINY77AVwAED_AO?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DINZGwsV4AEoDfB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINZGwsV4AEoDfB?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DINZIXWUEAAdBVD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINZIXWUEAAdBVD?format=jpg&name=orig', altText=None)]",,
31,2017-08-27 04:30:05+00:00,901663079993417728,"As the entire South braces for Harvey's impact, New Orleans residents remember past storms as drainage pumps fail. https://t.co/uWonOlZr8x","As the entire South braces for Harvey's impact, New Orleans residents remember past storms as drainage pumps fail. https://t.co/uWonOlZr8x",Fox24News,0,0,0,1,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINZxw3VoAAgWXX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINZxw3VoAAgWXX?format=jpg&name=orig', altText=None)]",,
32,2017-08-27 04:30:08+00:00,901663095940149249,Harvey's potential economic costs explained https://t.co/DoPsOE2yYO https://t.co/az2meXgITh,Harvey's potential economic costs explained bit.ly/2wItfjJ https://t.co/az2meXgITh,KETV,0,0,1,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINZzpSXoAAofOB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINZzpSXoAAofOB?format=jpg&name=orig', altText=None)]",,
33,2017-08-27 04:31:25+00:00,901663416741453824,RT @Fox26Houston: Tornado hits northwest Harris County https://t.co/oAFfUmU1ss https://t.co/RZcKYpILdX,RT @Fox26Houston: Tornado hits northwest Harris County dlvr.it/Phsvgs https://t.co/RZcKYpILdX,SteveWorks4You,0,6,0,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINYqJXV4AAC7Yd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINYqJXV4AAC7Yd?format=jpg&name=orig', altText=None)]",,
34,2017-08-27 04:33:02+00:00,901663823186337792,#HurricaneHarvey unleashes floods and fear on America’s Gulf Coast: https://t.co/WUQTfLRiOr https://t.co/ykPZDLOi6O,#HurricaneHarvey unleashes floods and fear on America’s Gulf Coast: bit.ly/2gevCE0 https://t.co/ykPZDLOi6O,TheNewDailyAu,0,0,0,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINad7BVAAAbivN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINad7BVAAAbivN?format=jpg&name=orig', altText=None)]",,
35,2017-08-27 04:33:21+00:00,901663904266321920,#Breaking: #Tornado warning has been cancelled. Houston may see some tornadoes overnight tonight. #Harvey https://t.co/9nEJpevcDT,#Breaking: #Tornado warning has been cancelled. Houston may see some tornadoes overnight tonight. #Harvey https://t.co/9nEJpevcDT,ZachCoveyTV,0,8,3,0,,"['Breaking', 'Tornado', 'Harvey']","[Photo(previewUrl='https://pbs.twimg.com/media/DINaiocXkAANMpu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINaiocXkAANMpu?format=jpg&name=orig', altText=None)]",,
36,2017-08-27 04:45:21+00:00,901666925641654277,Scott Fisher Says: #HARVEY UPDATE. #Austin #Texas #Weather. https://t.co/FnvWc76V4t,Scott Fisher Says: #HARVEY UPDATE. #Austin #Texas #Weather. https://t.co/FnvWc76V4t,ScottFisherFOX7,0,2,1,0,,"['HARVEY', 'Austin', 'Texas', 'Weather']","[Photo(previewUrl='https://pbs.twimg.com/media/DINdSg8XkAEmKUF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINdSg8XkAEmKUF?format=jpg&name=orig', altText=None)]",,
37,2017-08-27 04:45:22+00:00,901666927067758592,RT @KPRCEricBraate: TORNADO WARNING:  Pasadena toward Channelview.  Seek Shelter! #KPRC2 https://t.co/4RbL10eQvJ https://t.co/XN5Yvr6Odz,RT @KPRCEricBraate: TORNADO WARNING:  Pasadena toward Channelview.  Seek Shelter! #KPRC2 bit.ly/1PgBpDf https://t.co/XN5Yvr6Odz,KPRC2,0,30,0,0,,['KPRC2'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINc-d2XoAA1QNp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINc-d2XoAA1QNp?format=jpg&name=orig', altText=None)]",,
38,2017-08-27 04:47:41+00:00,901667511128793090,#homepage: Hurricane Harvey | State of Emergency in Texas  https://t.co/V7geu8Gb04 https://t.co/aVypDHtf5Q,#homepage: Hurricane Harvey | State of Emergency in Texas  bit.ly/2vhoxZY https://t.co/aVypDHtf5Q,dialogues_us,0,0,0,0,,['homepage'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINd0oSW4AEuZwR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd0oSW4AEuZwR?format=jpg&name=orig', altText=None)]",,
39,2017-08-27 04:48:01+00:00,901667596151517184,"#HurricaneHarvey At least one dead in Texas, more casualties feared https://t.co/xhkz3bQyMH https://t.co/NmIZ9jkski","#HurricaneHarvey At least one dead in Texas, more casualties feared bit.ly/2vhjQ2s https://t.co/NmIZ9jkski",scroll_in,0,0,3,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINd5irUwAELjgC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd5irUwAELjgC?format=jpg&name=orig', altText=None)]",,
40,2017-08-27 04:48:17+00:00,901667661331005440,"&gt;Sees flooding outside
&gt;Hmm I wonder if Whataburger is still open 
&gt;…Y'all are ridiculous 
#HurricaneHarvey https://t.co/DBQO96pYdc","&gt;Sees flooding outside
&gt;Hmm I wonder if Whataburger is still open 
&gt;…Y'all are ridiculous 
#HurricaneHarvey https://t.co/DBQO96pYdc",mathieusaenz,0,1,8,0,,['HurricaneHarvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINd9HaUQAAon_h?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd9HaUQAAon_h?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DINd9IYVwAApKbL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd9IYVwAApKbL?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DINd9HXVwAIwWc_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd9HXVwAIwWc_?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/DINd9HbUIAAH9VO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd9HbUIAAH9VO?format=jpg&name=orig', altText=None)]",,
41,2017-08-27 04:48:20+00:00,901667676216578049,Radar is estimating a FOOT of rainfall in South Houston! Extreme flash flooding underway!! #Harvey https://t.co/0puSd7vpBk,Radar is estimating a FOOT of rainfall in South Houston! Extreme flash flooding underway!! #Harvey https://t.co/0puSd7vpBk,FreddyMcKinneyR,0,1,1,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINd-N1XoAA9d2v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINd-N1XoAA9d2v?format=jpg&name=orig', altText=None)]",,
42,2017-08-27 04:48:45+00:00,901667778020741120,mood: steve harvey chewing vigorously and yelling from his seat https://t.co/laTAZtnzvU,mood: steve harvey chewing vigorously and yelling from his seat https://t.co/laTAZtnzvU,bunniliaa,0,1,2,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINeEGXUEAAZDgL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINeEGXUEAAZDgL?format=jpg&name=orig', altText=None)]",,
43,2017-08-27 04:49:18+00:00,901667917661646852,Hurricane #Harvey wind map Sat midnight https://t.co/gza5JTE4B6,Hurricane #Harvey wind map Sat midnight https://t.co/gza5JTE4B6,BonnieSalm,0,1,1,0,,['Harvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DINeL9EXoAAjDb6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINeL9EXoAAjDb6?format=jpg&name=orig', altText=None)]",,
44,2017-08-27 05:03:04+00:00,901671382542626816,Update: Santa Paula-trained dogs search for victims after Hurricane Harvey hits Texas coast https://t.co/Gp0efhykIK https://t.co/yNokpfBh7Y,Update: Santa Paula-trained dogs search for victims after Hurricane Harvey hits Texas coast californiasop.com/los_angeles_pr… https://t.co/yNokpfBh7Y,CAPROSVC,0,1,1,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINhV8AVwAEqUA6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINhV8AVwAEqUA6?format=jpg&name=orig', altText=None)]",,
45,2017-08-27 05:03:33+00:00,901671503435063296,"RT @StormVisuals: First light reveals heavy damage in Rockport, TX. #hurricaneharvey. https://t.co/a9vVRn9iJS","RT @StormVisuals: First light reveals heavy damage in Rockport, TX. #hurricaneharvey. https://t.co/a9vVRn9iJS",DTPORGE,0,719,0,0,,['hurricaneharvey'],"[Photo(previewUrl='https://pbs.twimg.com/media/DIJ-9K0UQAAwz5-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DIJ-9K0UQAAwz5-?format=jpg&name=orig', altText=None)]",,
46,2017-08-27 05:04:03+00:00,901671629616439301,Carriers waiving fees for areas affected by Hurricane Harvey https://t.co/U1uk6ybwyD https://t.co/m2phLQHHrY,Carriers waiving fees for areas affected by Hurricane Harvey androidcentral.com/carriers-waivi… https://t.co/m2phLQHHrY,AC_Headlines,0,0,1,0,,,"[Photo(previewUrl='https://pbs.twimg.com/media/DINhkT7VYAEoQPJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DINhkT7VYAEoQPJ?format=jpg&name=orig', altText=None)]",,
