Column1;Unnamed: 0;Unnamed: 0.1;Datetime;Tweet Id;Raw content;Text;Username;Reply Count;Retweet Count;Like Count;Quote Count;View Count;Hashtags;Media;Coordinates;Place;Informative/Not informative
91614;91614;91614;24/08/2017 23:14;9,00829E+17;"Safe thoughts for #TX as #Harvey approaches land. 

Info to keep people safe: 
https://t.co/eaatnZ2sU6 

And here's how to keep pets safe: https://t.co/cscFh9lREb";"Safe thoughts for #TX as #Harvey approaches land. 

Info to keep people safe: 
lifehacker.com/how-to-stay-sa… 

And here's how to keep pets safe: https://t.co/cscFh9lREb";GFofNJ;0;11;7;0;;['TX', 'Harvey'];https://pbs.twimg.com/media/DIBi3_HXkAAgdIK?format=jpg&name=orig;;;0
2203605;2203605;432826;29/08/2017 18:27;9,02568E+17;#Harvey2017 https://t.co/FiPMUUjUnZ;#Harvey2017 https://t.co/FiPMUUjUnZ;purplejules;0;0;0;0;;['Harvey2017'];https://pbs.twimg.com/media/DIaRNInUEAAk9vS?format=jpg&name=orig;;;0
2240566;2240566;469787;29/08/2017 19:38;9,02586E+17;Our hearts go out to all of the Texas areas impacted by #hurricaneharvey. We'll have more information coming soon on how you can help us he… https://t.co/eCGfnyoJ2L;Our hearts go out to all of the Texas areas impacted by #hurricaneharvey. We'll have more information coming soon on how you can help us he… https://t.co/eCGfnyoJ2L;pineboutique;0;0;0;0;;['hurricaneharvey'];https://pbs.twimg.com/media/DIahak5XkAIiTRf?format=jpg&name=orig;;;0
1093128;1093128;482357;27/08/2017 19:03;9,01853E+17;RT @dgazette: #Harvey drops nearly 2 feet of water on #Houston area, causing deadly floods. https://t.co/FMEPKXhtkh https://t.co/C7YG3FT8dq;RT @dgazette: #Harvey drops nearly 2 feet of water on #Houston area, causing deadly floods. dailygazette.com/article/2017/0… https://t.co/C7YG3FT8dq;ncgazette;0;1;0;0;;['Harvey', 'Houston'];https://pbs.twimg.com/media/DIQCv_6WsAAoh6a?format=jpg&name=orig;;;1
389606;389606;389606;26/08/2017 00:11;9,01206E+17;RT @Eric_Howardd: Only in Houston, TX lol ?????? #HurricaneHarvey https://t.co/uLTKjkevRe;RT @Eric_Howardd: Only in Houston, TX lol ?????? #HurricaneHarvey https://t.co/uLTKjkevRe;PiezoElement;0;14635;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=orig;;;0
1162776;1162776;552005;27/08/2017 20:43;9,01878E+17;RT @MPrendergastTX: Buffalo Bayou in Houston.  Unbelievable. #houwx #houstonflood #txwx #Harvey https://t.co/grCKUmZYmr;RT @MPrendergastTX: Buffalo Bayou in Houston.  Unbelievable. #houwx #houstonflood #txwx #Harvey https://t.co/grCKUmZYmr;lancejorton;0;691;0;0;;['houwx', 'houstonflood', 'txwx', 'Harvey'];https://pbs.twimg.com/media/DIQcWHrUMAAfjwh?format=jpg&name=orig;;;1
2828806;2828806;470121;30/08/2017 22:11;9,02987E+17;RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj;RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj;xBritneyJS;0;32515;0;0;;['HarveyFlood', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/902328019464765440/pu/img/ygNMRmiHpxlbRaOb.jpg;;;1
605625;605625;605625;26/08/2017 06:18;9,01298E+17;"RT @Ramisms: I've never seen the difference explained so clearly before

#PrayForTexas #HurricaneHarvey https://t.co/ONG4VWkLud";RT @Ramisms: I've never seen the difference explained so clearly before #PrayForTexas #HurricaneHarvey https://t.co/ONG4VWkLud;guamsveryown;0;1465;0;0;;['PrayForTexas', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/784200382025203717/pu/img/dq0gharFQe4cddBU.jpg;;;0
847426;847426;236655;27/08/2017 00:07;9,01567E+17;"My reaction when someone in small talk says, ""you guys went pretty liberal. I mean nothing really even happened with #Harvey"" https://t.co/3Doy1eW7oQ";"My reaction when someone in small talk says, ""you guys went pretty liberal. I mean nothing really even happened with #Harvey"" https://t.co/3Doy1eW7oQ";RyanDavidsonWX;2;1;6;0;;['Harvey'];https://pbs.twimg.com/tweet_video_thumb/DIMCUOwVwAA0mvv.jpg;;;0
632008;632008;21237;26/08/2017 07:37;9,01318E+17;RT @Eric_Howardd: Only in Houston, TX lol ?????? #HurricaneHarvey https://t.co/uLTKjkevRe;RT @Eric_Howardd: Only in Houston, TX lol ?????? #HurricaneHarvey https://t.co/uLTKjkevRe;Renleyjulian;0;14635;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIGbf7YU0AAxEkd?format=jpg&name=orig;;;0
1537540;1537540;346117;28/08/2017 07:43;9,02044E+17;RT @runspeedy18: Just to give you some perspective #Houston #HoustonStrong #Harvey https://t.co/q5nQPkX7gU;RT @runspeedy18: Just to give you some perspective #Houston #HoustonStrong #Harvey https://t.co/q5nQPkX7gU;JPPT1974;0;503;0;0;;['Houston', 'HoustonStrong', 'Harvey'];https://pbs.twimg.com/media/DIR5AEdV4AA_slU?format=jpg&name=orig;;;0
95702;95702;95702;24/08/2017 23:40;9,00835E+17;Setback in Port Arthur levee repair leads to additional sandbag https://t.co/F2p1d4rOfo #Harvey #HarveySETX https://t.co/KO4EzqjpNR;Setback in Port Arthur levee repair leads to additional sandbag kfdm.com/weather/hurric… #Harvey #HarveySETX https://t.co/KO4EzqjpNR;kfdmnews;0;1;0;1;;['Harvey', 'HarveySETX'];https://pbs.twimg.com/media/DIBoNn3VoAA4ey7?format=jpg&name=orig;;;0
1558631;1558631;367208;28/08/2017 09:56;9,02077E+17;"Please share even if you are not in #Texas,  it will get there!
#HurricaneHarvey #Houston #houstonhelpneeded #HoustonStrong #houstonflooding https://t.co/uKA24nPAGU";"Please share even if you are not in #Texas,  it will get there!
#HurricaneHarvey #Houston #houstonhelpneeded #HoustonStrong #houstonflooding https://t.co/uKA24nPAGU";nightowlvegana;0;18;3;0;;['Texas', 'HurricaneHarvey', 'Houston', 'houstonhelpneeded', 'HoustonStrong', 'houstonflooding'];https://pbs.twimg.com/media/DITSq3tUQAE5jsq?format=jpg&name=orig;;;1
185299;185299;185299;25/08/2017 13:35;9,01045E+17;"@LanceZierlein 
Crisis averted #TopoChico #HurricaneHarvey https://t.co/eO5oCA610o";"@LanceZierlein 
Crisis averted #TopoChico #HurricaneHarvey https://t.co/eO5oCA610o";Burwell_Law;0;0;3;0;;['TopoChico', 'HurricaneHarvey'];https://pbs.twimg.com/media/DIEoEAJUQAEPeU5?format=jpg&name=orig;;;0
3136432;3136432;777747;31/08/2017 20:30;9,03324E+17;Help #okstate students affected by #Harvey thru the Cowboy Strong Student Emergency Fund: https://t.co/eZwAHGrKVm https://t.co/PS8rT0Du3D;Help #okstate students affected by #Harvey thru the Cowboy Strong Student Emergency Fund: philanthropete.osugiving.com/CowboyStrong https://t.co/PS8rT0Du3D;okstate;0;10;34;1;;['okstate', 'Harvey'];https://pbs.twimg.com/media/DIlAhPEW0AUgZ1Y?format=jpg&name=orig;;;0
1558324;1558324;366901;28/08/2017 09:53;9,02077E+17;RT @jdavis2015: why haven't we tried this guys #hurricaneharvey https://t.co/VYg9YiptDQ;RT @jdavis2015: why haven't we tried this guys #hurricaneharvey https://t.co/VYg9YiptDQ;mxoaper;0;1062;0;0;;['hurricaneharvey'];https://pbs.twimg.com/ext_tw_video_thumb/902014720541995008/pu/img/V39O8Kx3y5cfPYTl.jpg;;;0
1609204;1609204;417781;28/08/2017 14:43;9,0215E+17;"RT @ALT_uscis: Mexico just released a statement about #Harvey .
The adult neighbors! https://t.co/wVyxVnWAwx";"RT @ALT_uscis: Mexico just released a statement about #Harvey .
The adult neighbors! https://t.co/wVyxVnWAwx";Leslie17Debbie;0;3079;0;0;;['Harvey'];https://pbs.twimg.com/media/DIREpqSXgAA_YxU?format=jpg&name=orig;;;0
2748801;2748801;390116;30/08/2017 18:50;9,02937E+17;RT @warehouselive: ICYMI! #houstonproud #houstonstrong #Harvey2017 https://t.co/rg3eDQiZN9;RT @warehouselive: ICYMI! #houstonproud #houstonstrong #Harvey2017 https://t.co/rg3eDQiZN9;MostDadRoast;0;12;0;0;;['houstonproud', 'houstonstrong', 'Harvey2017'];https://pbs.twimg.com/media/DIfdYSsXgAEdqsN?format=jpg&name=orig;;;0
1668310;1668310;476887;28/08/2017 17:06;9,02186E+17;#Harvey2017 #harveyhouston https://t.co/memlIW8OWZ;#Harvey2017 #harveyhouston https://t.co/memlIW8OWZ;danathompson1;0;0;1;0;;['Harvey2017', 'harveyhouston'];https://pbs.twimg.com/media/DIU1B4BUMAAR8JB?format=jpg&name=orig;;;0
1912989;1912989;142210;29/08/2017 01:22;9,02311E+17;RT @teleSURtv: #EEUU | Al menos ocho muertos deja huracán #Harvey en su paso por Texas https://t.co/XW3VdyAqxC https://t.co/GEtXjAyPMA;RT @teleSURtv: #EEUU | Al menos ocho muertos deja huracán #Harvey en su paso por Texas bit.ly/2wNwh6a https://t.co/GEtXjAyPMA;williansgarces;0;19;0;0;;['EEUU', 'Harvey'];https://pbs.twimg.com/media/DIWFLt_W0AAcQR4?format=jpg&name=orig;;;1
1826957;1826957;56178;28/08/2017 22:15;9,02263E+17;RT @TxDOTBeaumont: Please slow down on I10. Do not travel unless necessary! #Harvey https://t.co/o3O6GExMNZ;RT @TxDOTBeaumont: Please slow down on I10. Do not travel unless necessary! #Harvey https://t.co/o3O6GExMNZ;trahanannie;0;22;0;0;;['Harvey'];https://pbs.twimg.com/media/DIVj5vEUwAAaWYw?format=jpg&name=orig;;;1
1139322;1139322;528551;27/08/2017 20:10;9,0187E+17;#Harvey2017 #Harvey I-45 and 1960 https://t.co/OU95JFt4EV;#Harvey2017 #Harvey I-45 and 1960 https://t.co/OU95JFt4EV;tanveerusa;0;1;0;0;;['Harvey2017', 'Harvey'];https://pbs.twimg.com/ext_tw_video_thumb/901869272024006657/pu/img/PZgPAaVB9OZdH-4O.jpg;Coordinates(longitude=-95.823268, latitude=29.522325);Place(id='1c69a67ad480e1b1', fullName='Houston, TX', name='Houston', type='city', country='United States', countryCode='US');1
1811127;1811127;40348;28/08/2017 21:44;9,02256E+17;Demand Federal Action on #HurricaneHarvey Now. https://t.co/lHO8HCvNi0 Take Action with @Roots_Action https://t.co/NrUauAQMul;Demand Federal Action on #HurricaneHarvey Now. https://t.co/lHO8HCvNi0 Take Action with @Roots_Action bit.ly/2vyahbk;seajj9;0;0;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIVnPdXUQAAz27S?format=jpg&name=orig;;;1
570704;570704;570704;26/08/2017 05:12;9,01281E+17;"RT @chaac_tlaloc: 21:45h cat4 severo huracan #Harvey rachas&gt;250km/h https://t.co/uzQWlJ8xrF";"RT @chaac_tlaloc: 21:45h cat4 severo huracan #Harvey rachas&gt;250km/h https://t.co/uzQWlJ8xrF";CapARTURO;0;15;0;0;;['Harvey'];https://pbs.twimg.com/media/DIH5LLDUMAAUIcC?format=jpg&name=orig;;;1
1021725;1021725;410954;27/08/2017 17:06;9,01823E+17;RT @ChrChristensen: This is how bad things are in #Houston...and a lot more rain to come. #houstonflood https://t.co/wYfIQpaI8M;RT @ChrChristensen: This is how bad things are in #Houston...and a lot more rain to come. #houstonflood https://t.co/wYfIQpaI8M;summertimealwys;0;3302;0;0;;['Houston', 'houstonflood'];https://pbs.twimg.com/media/DIPQKSCW4AAeJk8?format=jpg&name=orig;;;1
2058209;2058209;287430;29/08/2017 07:33;9,02404E+17;"RT @SocialMonet: Please donate to the #HurricaneHarvey
Relief Fund:
 https://t.co/hrLspeIO9G https://t.co/hPUdsBCxoU";"RT @SocialMonet: Please donate to the #HurricaneHarvey
Relief Fund:
 ghcf.org/hurricane-reli… https://t.co/hPUdsBCxoU";CrownVictoria22;0;2;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIX7gGfUIAAvsoZ?format=jpg&name=orig;;;1
672341;672341;61570;26/08/2017 12:42;9,01394E+17;"WATCH: ""We're pretty worried that... we won't have a home to go back to,"" @mattgutmanABC with parents-to-be, stuck during Hurricane #Harvey. https://t.co/ZuTHLGruIU";"WATCH: ""We're pretty worried that... we won't have a home to go back to,"" @mattgutmanABC with parents-to-be, stuck during Hurricane #Harvey. https://t.co/ZuTHLGruIU";GMA;6;36;54;5;;['Harvey'];https://pbs.twimg.com/media/DIJlX1-U0AEhrPk.jpg;;;1
2686207;2686207;327522;30/08/2017 16:17;9,02898E+17;"RT @Cointelegraph: #CT_quotes #HurricaneHarvey #Bitcoin
Photo by @jraedle https://t.co/n8vc8sTBzo https://t.co/mI1xXKGqFB";"RT @Cointelegraph: #CT_quotes #HurricaneHarvey #Bitcoin
Photo by @jraedle goo.gl/ozXjJa https://t.co/mI1xXKGqFB";storew1re;0;8;0;0;;['CT_quotes', 'HurricaneHarvey', 'Bitcoin'];https://pbs.twimg.com/media/DIe7jbsV4AE3Z7X?format=jpg&name=orig;;;0
295741;295741;295741;25/08/2017 20:53;9,01156E+17;RT @FoxNews: BREAKING NEWS: @caseystegall: Tornado warning now issued for #Galveston area. #HurricaneHarvey https://t.co/Wyli70rItH;RT @FoxNews: BREAKING NEWS: @caseystegall: Tornado warning now issued for #Galveston area. #HurricaneHarvey https://t.co/Wyli70rItH;SawmillLoris;0;126;0;0;;['Galveston', 'HurricaneHarvey'];https://pbs.twimg.com/media/DIGMECsXUAQbJNw?format=jpg&name=orig;;;1
979142;979142;368371;27/08/2017 15:45;9,01803E+17;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;tspotter2015;0;12551;0;0;;['HoustonFlood', 'Harvey'];https://pbs.twimg.com/media/DIPGDpPXYAUfz4A?format=jpg&name=orig;;;1
1118736;1118736;507965;27/08/2017 19:40;9,01862E+17;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;RT @MattSitkowski: This image and the forecast of what is still to fall.... This is surreal. #HoustonFlood #Harvey https://t.co/zK9WojsMAH;shonatiger;0;12551;0;0;;['HoustonFlood', 'Harvey'];https://pbs.twimg.com/media/DIPGDpPXYAUfz4A?format=jpg&name=orig;;;1
3250884;3250884;892199;01/09/2017 04:25;9,03444E+17;RT @GOP: .@POTUS pledged $1 million personal donation to help the victims of #HurricaneHarvey. https://t.co/fO4k7OJZZU;RT @GOP: .@POTUS pledged $1 million personal donation to help the victims of #HurricaneHarvey. https://t.co/fO4k7OJZZU;ULTRAMAGA_45;0;1912;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIlRwTeVAAAVlvF.jpg;;;0
816054;816054;205283;26/08/2017 21:44;9,01531E+17;Don't leave your animals behind.  #harvey #brazoriacounty https://t.co/ajh3L5sitI;Don't leave your animals behind.  #harvey #brazoriacounty https://t.co/ajh3L5sitI;BrazoriaCounty;0;5;6;0;;['harvey', 'brazoriacounty'];https://pbs.twimg.com/media/DILhkzUVYAAykzZ?format=jpg&name=orig;;;0
1547312;1547312;355889;28/08/2017 08:32;9,02056E+17;RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB;RT @Mike_Hixenbaugh: Pro tip: Don't touch the floating fire ant colonies. They will ruin your day. #Harvey https://t.co/uwJd0rA7qB;sumbodysbabygrl;0;22326;0;0;;['Harvey'];https://pbs.twimg.com/ext_tw_video_thumb/901912174741692416/pu/img/urf9QiRhhF8oDOKP.jpg;;;0
2246633;2246633;475854;29/08/2017 19:50;9,02589E+17;RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj;RT @nh60dmook: HOUSTON WE GOTTA STICK TOGETHER #HarveyFlood #HurricaneHarvey https://t.co/9LNsdmhMKj;ImAlyeska;0;32515;0;0;;['HarveyFlood', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/902328019464765440/pu/img/ygNMRmiHpxlbRaOb.jpg;;;1
2041386;2041386;270607;29/08/2017 06:29;9,02388E+17;RT @itsKARY_: The interviews during #HurricaneHarvey have been unmatched. https://t.co/40sQEz5bke;RT @itsKARY_: The interviews during #HurricaneHarvey have been unmatched. https://t.co/40sQEz5bke;kolbyswave;0;2927;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/901923142406332420/pu/img/WR2YurAcJ3WkP-he.jpg;;;1
1125007;1125007;514236;27/08/2017 19:49;9,01864E+17;RT @TroyBernier: #Texas take #Harvey seriously, several more days of this to go.  #houstonflood https://t.co/Vj1Is0lJ8C;RT @TroyBernier: #Texas take #Harvey seriously, several more days of this to go.  #houstonflood https://t.co/Vj1Is0lJ8C;simeyowen;0;1;0;0;;['Texas', 'Harvey', 'houstonflood'];https://pbs.twimg.com/media/DIQFYaTWAAAhx47?format=jpg&name=orig;;;1
354694;354694;354694;25/08/2017 22:56;9,01187E+17;"RT @webcamsdemexico: El poderoso #Huracán #Harvey Categoría 3, en la última hora.
Cada vez más cerca de Texas. GIF: https://t.co/eRQt3XeSUt";"RT @webcamsdemexico: El poderoso #Huracán #Harvey Categoría 3, en la última hora.
Cada vez más cerca de Texas. GIF: https://t.co/eRQt3XeSUt";VaXCuajimalpa;0;98;0;0;;['Huracán', 'Harvey'];https://pbs.twimg.com/tweet_video_thumb/DIGngZbUwAAUBoV.jpg;;;1
2607425;2607425;248740;30/08/2017 09:52;9,02801E+17;Creen que con esta cachetada de mama naturaleza, @realDonaldTrump considere firmar el tratado de París? #Harvey https://t.co/4GchjPPtkd;Creen que con esta cachetada de mama naturaleza, @realDonaldTrump considere firmar el tratado de París? #Harvey https://t.co/4GchjPPtkd;MrCoinMx;0;0;0;0;;['Harvey'];https://pbs.twimg.com/media/DIdk26WUEAAnZ1D?format=jpg&name=orig;;;0
2519258;2519258;160573;30/08/2017 04:44;9,02724E+17;RT @USCGHeartland: @USCG aircrew rescue mother and child from rising flood waters #Harvey #USCG #HurricaneHarvey https://t.co/2hUGA8UaL2;RT @USCGHeartland: @USCG aircrew rescue mother and child from rising flood waters #Harvey #USCG #HurricaneHarvey https://t.co/2hUGA8UaL2;ishiee29;0;572;0;0;;['Harvey', 'USCG', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/902691055698550784/pu/img/h62OwIQlCCWVoCKs.jpg;;;1
3305302;3305302;946617;01/09/2017 14:29;9,03596E+17;RT @HawkeyeOnAir: Anheuser-Busch stops beer production to send water to the #HurricaneHarvey relief efforts https://t.co/VgLdZbHtHL;RT @HawkeyeOnAir: Anheuser-Busch stops beer production to send water to the #HurricaneHarvey relief efforts https://t.co/VgLdZbHtHL;michelleleehurt;0;180;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIXLHhGVoAA0pib?format=jpg&name=orig;;;0
1083358;1083358;472587;27/08/2017 18:49;9,01849E+17;RT @suvCBS: Catastrophic flooding in Houston right now #Houstonflood #HurricaneHarvey https://t.co/o6wNUqh36R;RT @suvCBS: Catastrophic flooding in Houston right now #Houstonflood #HurricaneHarvey https://t.co/o6wNUqh36R;LoveFinea;0;790;0;0;;['Houstonflood', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/901795708189138944/pu/img/RPdLK6PHUmv7C8My.jpg;;;1
2753091;2753091;394406;30/08/2017 19:00;9,02939E+17;Today's #Harvey #Tornado threat, for now, is centered over MS.  Numerous warnings.  Tornado watch until 6PM. #mswx #alwx https://t.co/zeYbcPz3bE;Today's #Harvey #Tornado threat, for now, is centered over MS.  Numerous warnings.  Tornado watch until 6PM. #mswx #alwx https://t.co/zeYbcPz3bE;RichThomasWX;0;0;2;0;;['Harvey', 'Tornado', 'mswx', 'alwx'];https://pbs.twimg.com/media/DIfiQjBXYAAHAOG?format=jpg&name=orig;;;1
2604726;2604726;246041;30/08/2017 09:28;9,02795E+17;RT @YEARSofLIVING: Here are the #ClimateFacts about #HurricaneHarvey. https://t.co/lECmNlmbCh;RT @YEARSofLIVING: Here are the #ClimateFacts about #HurricaneHarvey. https://t.co/lECmNlmbCh;justino_recks;0;13621;0;0;;['ClimateFacts', 'HurricaneHarvey'];https://pbs.twimg.com/ext_tw_video_thumb/902176180912128000/pu/img/JqLHRmCTQzFV7KvO.jpg;;;1
2825604;2825604;466919;30/08/2017 22:02;9,02985E+17;Our house after #HARVEY . https://t.co/inmpc3APrI;Our house after #HARVEY . https://t.co/inmpc3APrI;RobertJByars;0;0;0;0;;['HARVEY'];https://pbs.twimg.com/media/DIgLsqKVwAEeSAd?format=jpg&name=orig;;;1
3180139;3180139;821454;31/08/2017 23:03;9,03363E+17;RT @DannyShapiro13: Multiple drowned horses on Pine St. #setxnews #harvey https://t.co/sejZH3mjkV;RT @DannyShapiro13: Multiple drowned horses on Pine St. #setxnews #harvey https://t.co/sejZH3mjkV;TAMIKA_SPORTSPR;0;5;0;0;;['setxnews', 'harvey'];https://pbs.twimg.com/media/DIlgIHxV4AAUOyv?format=jpg&name=orig;;;1
3116248;3116248;757563;31/08/2017 19:18;9,03306E+17;RT @HipHopPrez: Convocation this morning @du2021 - very timely speaker @calvinmackie in the wake of #HurricaneHarvey https://t.co/4eL1ioi3PK;RT @HipHopPrez: Convocation this morning @du2021 - very timely speaker @calvinmackie in the wake of #HurricaneHarvey https://t.co/4eL1ioi3PK;HonourWai;0;11;0;0;;['HurricaneHarvey'];https://pbs.twimg.com/media/DIkeiHzUMAEMF0a?format=jpg&name=orig;;;1
480118;480118;480118;26/08/2017 02:29;9,0124E+17;"RT @chematierra: #Harvey: el monstruoso huracán que amenaza Texas USA!

https://t.co/hUAYQwEexy https://t.co/u5XugAAiGf";"RT @chematierra: #Harvey: el monstruoso huracán que amenaza Texas USA!

chematierra.mx/la-tierra/desa… https://t.co/u5XugAAiGf";TORJOHN2004;0;86;0;0;;['Harvey'];https://pbs.twimg.com/media/DIHQguFUQAAz-1B?format=jpg&name=orig;;;1
1016079;1016079;405308;27/08/2017 16:57;9,01821E+17;"RT @RNBWCV: » Houston, you have a problem. «
Damn :(
#Harvey #houstonflood https://t.co/NmL0v1eCg4";"RT @RNBWCV: » Houston, you have a problem. «
Damn :(
#Harvey #houstonflood https://t.co/NmL0v1eCg4";HumanElizabeth;0;70;0;0;;['Harvey', 'houstonflood'];https://pbs.twimg.com/media/DIPIs5dXgAA65cy?format=jpg&name=orig;;;1
